Sm153 - 6.8mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
3	2	0	9.26E-06
3	2	1	8.33E-06
3	2	2	6.31E-06
3	2	3	4.32E-06
3	2	4	2.88E-06
3	2	5	1.91E-06
3	3	0	5.80E-06
3	3	1	5.37E-06
3	3	2	4.32E-06
3	3	3	3.19E-06
3	3	4	2.26E-06
3	3	5	1.58E-06
3	4	0	3.59E-06
3	4	1	3.38E-06
3	4	2	2.88E-06
3	4	3	2.26E-06
3	4	4	1.70E-06
3	4	5	1.25E-06
3	5	0	2.25E-06
3	5	1	2.16E-06
3	5	2	1.91E-06
3	5	3	1.58E-06
3	5	4	1.25E-06
3	5	5	9.68E-07
4	0	0	6.88E-06
4	0	1	6.31E-06
4	0	2	4.98E-06
4	0	3	3.59E-06
4	0	4	2.48E-06
4	0	5	1.70E-06
4	1	0	6.31E-06
4	1	1	5.79E-06
4	1	2	4.65E-06
4	1	3	3.38E-06
4	1	4	2.36E-06
4	1	5	1.64E-06
4	2	0	4.98E-06
4	2	1	4.65E-06
4	2	2	3.81E-06
4	2	3	2.88E-06
4	2	4	2.07E-06
4	2	5	1.47E-06
4	3	0	3.59E-06
4	3	1	3.38E-06
4	3	2	2.88E-06
4	3	3	2.26E-06
4	3	4	1.70E-06
4	3	5	1.25E-06
4	4	0	2.48E-06
4	4	1	2.36E-06
4	4	2	2.07E-06
4	4	3	1.70E-06
4	4	4	1.33E-06
4	4	5	1.02E-06
4	5	0	1.70E-06
4	5	1	1.64E-06
4	5	2	1.47E-06
4	5	3	1.25E-06
4	5	4	1.02E-06
4	5	5	8.09E-07
5	0	0	3.58E-06
5	0	1	3.38E-06
5	0	2	2.87E-06
5	0	3	2.25E-06
5	0	4	1.70E-06
5	0	5	1.26E-06
5	1	0	3.38E-06
5	1	1	3.19E-06
5	1	2	2.73E-06
5	1	3	2.16E-06
5	1	4	1.64E-06
5	1	5	1.22E-06
5	2	0	2.87E-06
5	2	1	2.73E-06
5	2	2	2.36E-06
5	2	3	1.91E-06
5	2	4	1.47E-06
5	2	5	1.11E-06
5	3	0	2.25E-06
5	3	1	2.16E-06
5	3	2	1.91E-06
5	3	3	1.58E-06
5	3	4	1.25E-06
5	3	5	9.68E-07
5	4	0	1.70E-06
5	4	1	1.64E-06
5	4	2	1.47E-06
5	4	3	1.25E-06
5	4	4	1.02E-06
5	4	5	8.09E-07
5	5	0	1.26E-06
5	5	1	1.22E-06
5	5	2	1.11E-06
5	5	3	9.68E-07
5	5	4	8.09E-07
5	5	5	6.63E-07
