Re188 - 9.28mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
4	1	4	9.23E-07
4	1	5	6.91E-07
4	2	0	1.64E-06
4	2	1	1.55E-06
4	2	2	1.34E-06
4	2	3	1.07E-06
4	2	4	8.33E-07
4	2	5	6.36E-07
4	3	0	1.27E-06
4	3	1	1.22E-06
4	3	2	1.07E-06
4	3	3	8.92E-07
4	3	4	7.13E-07
4	3	5	5.57E-07
4	4	0	9.59E-07
4	4	1	9.23E-07
4	4	2	8.33E-07
4	4	3	7.13E-07
4	4	4	5.88E-07
4	4	5	4.71E-07
4	5	0	7.12E-07
4	5	1	6.91E-07
4	5	2	6.36E-07
4	5	3	5.57E-07
4	5	4	4.71E-07
4	5	5	3.88E-07
5	0	0	1.27E-06
5	0	1	1.22E-06
5	0	2	1.08E-06
5	0	3	8.91E-07
5	0	4	7.12E-07
5	0	5	5.56E-07
5	1	0	1.22E-06
5	1	1	1.17E-06
5	1	2	1.03E-06
5	1	3	8.62E-07
5	1	4	6.91E-07
5	1	5	5.44E-07
5	2	0	1.08E-06
5	2	1	1.03E-06
5	2	2	9.24E-07
5	2	3	7.81E-07
5	2	4	6.36E-07
5	2	5	5.06E-07
5	3	0	8.91E-07
5	3	1	8.62E-07
5	3	2	7.81E-07
5	3	3	6.72E-07
5	3	4	5.57E-07
5	3	5	4.50E-07
5	4	0	7.12E-07
5	4	1	6.91E-07
5	4	2	6.36E-07
5	4	3	5.57E-07
5	4	4	4.71E-07
5	4	5	3.88E-07
5	5	0	5.56E-07
5	5	1	5.44E-07
5	5	2	5.06E-07
5	5	3	4.50E-07
5	5	4	3.88E-07
5	5	5	3.27E-07
