Re186 - 5mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
5	3	2	1.58E-06
5	3	3	1.36E-06
5	3	4	1.14E-06
5	3	5	9.31E-07
5	4	0	1.45E-06
5	4	1	1.41E-06
5	4	2	1.30E-06
5	4	3	1.14E-06
5	4	4	9.69E-07
5	4	5	8.11E-07
5	5	0	1.14E-06
5	5	1	1.11E-06
5	5	2	1.04E-06
5	5	3	9.31E-07
5	5	4	8.11E-07
5	5	5	6.85E-07
