Sm153 - 4mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
4	1	1	2.47E-05
4	1	2	2.02E-05
4	1	3	1.51E-05
4	1	4	1.09E-05
4	1	5	7.80E-06
4	2	0	2.15E-05
4	2	1	2.02E-05
4	2	2	1.69E-05
4	2	3	1.31E-05
4	2	4	9.69E-06
4	2	5	7.09E-06
4	3	0	1.60E-05
4	3	1	1.51E-05
4	3	2	1.31E-05
4	3	3	1.05E-05
4	3	4	8.04E-06
4	3	5	6.08E-06
4	4	0	1.14E-05
4	4	1	1.09E-05
4	4	2	9.69E-06
4	4	3	8.04E-06
4	4	4	6.48E-06
4	4	5	5.05E-06
4	5	0	8.05E-06
4	5	1	7.80E-06
4	5	2	7.09E-06
4	5	3	6.08E-06
4	5	4	5.05E-06
4	5	5	4.06E-06
5	0	0	1.59E-05
5	0	1	1.52E-05
5	0	2	1.31E-05
5	0	3	1.05E-05
5	0	4	8.05E-06
5	0	5	6.06E-06
5	1	0	1.52E-05
5	1	1	1.44E-05
5	1	2	1.25E-05
5	1	3	1.01E-05
5	1	4	7.80E-06
5	1	5	5.90E-06
5	2	0	1.31E-05
5	2	1	1.25E-05
5	2	2	1.09E-05
5	2	3	8.99E-06
5	2	4	7.09E-06
5	2	5	5.44E-06
5	3	0	1.05E-05
5	3	1	1.01E-05
5	3	2	8.99E-06
5	3	3	7.54E-06
5	3	4	6.08E-06
5	3	5	4.78E-06
5	4	0	8.05E-06
5	4	1	7.80E-06
5	4	2	7.09E-06
5	4	3	6.08E-06
5	4	4	5.05E-06
5	4	5	4.06E-06
5	5	0	6.06E-06
5	5	1	5.90E-06
5	5	2	5.44E-06
5	5	3	4.78E-06
5	5	4	4.06E-06
5	5	5	3.36E-06
