Re186 - 6.8mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
4	1	5	6.59E-07
4	2	0	1.64E-06
4	2	1	1.55E-06
4	2	2	1.32E-06
4	2	3	1.05E-06
4	2	4	8.04E-07
4	2	5	6.03E-07
4	3	0	1.26E-06
4	3	1	1.20E-06
4	3	2	1.05E-06
4	3	3	8.61E-07
4	3	4	6.81E-07
4	3	5	5.24E-07
4	4	0	9.29E-07
4	4	1	8.96E-07
4	4	2	8.04E-07
4	4	3	6.81E-07
4	4	4	5.52E-07
4	4	5	4.39E-07
4	5	0	6.80E-07
4	5	1	6.59E-07
4	5	2	6.03E-07
4	5	3	5.24E-07
4	5	4	4.39E-07
4	5	5	3.57E-07
5	0	0	1.26E-06
5	0	1	1.20E-06
5	0	2	1.05E-06
5	0	3	8.63E-07
5	0	4	6.80E-07
5	0	5	5.24E-07
5	1	0	1.20E-06
5	1	1	1.15E-06
5	1	2	1.01E-06
5	1	3	8.32E-07
5	1	4	6.59E-07
5	1	5	5.11E-07
5	2	0	1.05E-06
5	2	1	1.01E-06
5	2	2	8.97E-07
5	2	3	7.51E-07
5	2	4	6.03E-07
5	2	5	4.73E-07
5	3	0	8.63E-07
5	3	1	8.32E-07
5	3	2	7.51E-07
5	3	3	6.39E-07
5	3	4	5.24E-07
5	3	5	4.20E-07
5	4	0	6.80E-07
5	4	1	6.59E-07
5	4	2	6.03E-07
5	4	3	5.24E-07
5	4	4	4.39E-07
5	4	5	3.57E-07
5	5	0	5.24E-07
5	5	1	5.11E-07
5	5	2	4.73E-07
5	5	3	4.20E-07
5	5	4	3.57E-07
5	5	5	3.01E-07
