Sm153 - 5mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
2	0	4	1.19E-05
2	0	5	7.03E-06
2	1	0	7.18E-05
2	1	1	5.74E-05
2	1	2	3.44E-05
2	1	3	1.93E-05
2	1	4	1.11E-05
2	1	5	6.71E-06
2	2	0	3.99E-05
2	2	1	3.44E-05
2	2	2	2.36E-05
2	2	3	1.48E-05
2	2	4	9.19E-06
2	2	5	5.84E-06
2	3	0	2.13E-05
2	3	1	1.93E-05
2	3	2	1.48E-05
2	3	3	1.04E-05
2	3	4	7.03E-06
2	3	5	4.78E-06
2	4	0	1.19E-05
2	4	1	1.11E-05
2	4	2	9.19E-06
2	4	3	7.03E-06
2	4	4	5.15E-06
2	4	5	3.72E-06
2	5	0	7.03E-06
2	5	1	6.71E-06
2	5	2	5.84E-06
2	5	3	4.78E-06
2	5	4	3.72E-06
2	5	5	2.84E-06
3	0	0	3.43E-05
3	0	1	3.00E-05
3	0	2	2.13E-05
3	0	3	1.37E-05
3	0	4	8.69E-06
3	0	5	5.59E-06
3	1	0	3.00E-05
3	1	1	2.65E-05
3	1	2	1.93E-05
3	1	3	1.27E-05
3	1	4	8.22E-06
3	1	5	5.39E-06
3	2	0	2.13E-05
3	2	1	1.93E-05
3	2	2	1.48E-05
3	2	3	1.04E-05
3	2	4	7.03E-06
3	2	5	4.78E-06
3	3	0	1.37E-05
3	3	1	1.27E-05
3	3	2	1.04E-05
3	3	3	7.81E-06
3	3	4	5.59E-06
3	3	5	3.97E-06
3	4	0	8.69E-06
3	4	1	8.22E-06
3	4	2	7.03E-06
3	4	3	5.59E-06
3	4	4	4.26E-06
3	4	5	3.18E-06
3	5	0	5.59E-06
3	5	1	5.39E-06
3	5	2	4.78E-06
3	5	3	3.97E-06
3	5	4	3.18E-06
3	5	5	2.48E-06
4	0	0	1.61E-05
4	0	1	1.48E-05
4	0	2	1.19E-05
4	0	3	8.69E-06
4	0	4	6.10E-06
4	0	5	4.26E-06
4	1	0	1.48E-05
4	1	1	1.37E-05
4	1	2	1.11E-05
4	1	3	8.22E-06
4	1	4	5.85E-06
4	1	5	4.11E-06
4	2	0	1.19E-05
4	2	1	1.11E-05
4	2	2	9.19E-06
4	2	3	7.03E-06
4	2	4	5.15E-06
4	2	5	3.72E-06
4	3	0	8.69E-06
4	3	1	8.22E-06
4	3	2	7.03E-06
4	3	3	5.59E-06
4	3	4	4.26E-06
4	3	5	3.18E-06
4	4	0	6.10E-06
4	4	1	5.85E-06
4	4	2	5.15E-06
4	4	3	4.26E-06
4	4	4	3.37E-06
4	4	5	2.62E-06
4	5	0	4.26E-06
4	5	1	4.11E-06
4	5	2	3.72E-06
4	5	3	3.18E-06
4	5	4	2.62E-06
4	5	5	2.09E-06
5	0	0	8.73E-06
5	0	1	8.23E-06
5	0	2	7.03E-06
5	0	3	5.59E-06
5	0	4	4.26E-06
5	0	5	3.19E-06
5	1	0	8.23E-06
5	1	1	7.79E-06
5	1	2	6.71E-06
5	1	3	5.39E-06
5	1	4	4.11E-06
5	1	5	3.09E-06
5	2	0	7.03E-06
5	2	1	6.71E-06
5	2	2	5.84E-06
5	2	3	4.78E-06
5	2	4	3.72E-06
5	2	5	2.84E-06
5	3	0	5.59E-06
5	3	1	5.39E-06
5	3	2	4.78E-06
5	3	3	3.97E-06
5	3	4	3.18E-06
5	3	5	2.48E-06
5	4	0	4.26E-06
5	4	1	4.11E-06
5	4	2	3.72E-06
5	4	3	3.18E-06
5	4	4	2.62E-06
5	4	5	2.09E-06
5	5	0	3.19E-06
5	5	1	3.09E-06
5	5	2	2.84E-06
5	5	3	2.48E-06
5	5	4	2.09E-06
5	5	5	1.73E-06
