Y90 - 6mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
4	4	4	1.41E-07
4	4	5	1.14E-07
4	5	0	1.70E-07
4	5	1	1.65E-07
4	5	2	1.52E-07
4	5	3	1.34E-07
4	5	4	1.14E-07
4	5	5	9.50E-08
5	0	0	3.06E-07
5	0	1	2.92E-07
5	0	2	2.57E-07
5	0	3	2.13E-07
5	0	4	1.70E-07
5	0	5	1.34E-07
5	1	0	2.92E-07
5	1	1	2.80E-07
5	1	2	2.47E-07
5	1	3	2.05E-07
5	1	4	1.65E-07
5	1	5	1.31E-07
5	2	0	2.57E-07
5	2	1	2.47E-07
5	2	2	2.21E-07
5	2	3	1.87E-07
5	2	4	1.52E-07
5	2	5	1.22E-07
5	3	0	2.13E-07
5	3	1	2.05E-07
5	3	2	1.87E-07
5	3	3	1.61E-07
5	3	4	1.34E-07
5	3	5	1.09E-07
5	4	0	1.70E-07
5	4	1	1.65E-07
5	4	2	1.52E-07
5	4	3	1.34E-07
5	4	4	1.14E-07
5	4	5	9.50E-08
5	5	0	1.34E-07
5	5	1	1.31E-07
5	5	2	1.22E-07
5	5	3	1.09E-07
5	5	4	9.50E-08
5	5	5	8.12E-08
