Sr89 - 9.28mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
4	4	2	2.72E-08
4	4	3	2.29E-08
4	4	4	1.82E-08
4	4	5	1.44E-08
4	5	0	2.28E-08
4	5	1	2.21E-08
4	5	2	2.01E-08
4	5	3	1.73E-08
4	5	4	1.44E-08
4	5	5	1.16E-08
5	0	0	4.41E-08
5	0	1	4.18E-08
5	0	2	3.62E-08
5	0	3	2.94E-08
5	0	4	2.28E-08
5	0	5	1.73E-08
5	1	0	4.18E-08
5	1	1	3.97E-08
5	1	2	3.46E-08
5	1	3	2.83E-08
5	1	4	2.21E-08
5	1	5	1.69E-08
5	2	0	3.62E-08
5	2	1	3.46E-08
5	2	2	3.06E-08
5	2	3	2.52E-08
5	2	4	2.01E-08
5	2	5	1.55E-08
5	3	0	2.94E-08
5	3	1	2.83E-08
5	3	2	2.52E-08
5	3	3	2.13E-08
5	3	4	1.73E-08
5	3	5	1.37E-08
5	4	0	2.28E-08
5	4	1	2.21E-08
5	4	2	2.01E-08
5	4	3	1.73E-08
5	4	4	1.44E-08
5	4	5	1.16E-08
5	5	0	1.73E-08
5	5	1	1.69E-08
5	5	2	1.55E-08
5	5	3	1.37E-08
5	5	4	1.16E-08
5	5	5	9.52E-09
