Re186 - 6mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
2	2	1	5.18E-06
2	2	2	3.81E-06
2	2	3	2.60E-06
2	2	4	1.76E-06
2	2	5	1.21E-06
2	3	0	3.49E-06
2	3	1	3.22E-06
2	3	2	2.60E-06
2	3	3	1.95E-06
2	3	4	1.41E-06
2	3	5	1.02E-06
2	4	0	2.17E-06
2	4	1	2.05E-06
2	4	2	1.76E-06
2	4	3	1.41E-06
2	4	4	1.09E-06
2	4	5	8.29E-07
2	5	0	1.42E-06
2	5	1	1.36E-06
2	5	2	1.21E-06
2	5	3	1.02E-06
2	5	4	8.29E-07
2	5	5	6.60E-07
3	0	0	5.16E-06
3	0	1	4.62E-06
3	0	2	3.49E-06
3	0	3	2.45E-06
3	0	4	1.68E-06
3	0	5	1.17E-06
3	1	0	4.62E-06
3	1	1	4.18E-06
3	1	2	3.22E-06
3	1	3	2.30E-06
3	1	4	1.61E-06
3	1	5	1.13E-06
3	2	0	3.49E-06
3	2	1	3.22E-06
3	2	2	2.60E-06
3	2	3	1.95E-06
3	2	4	1.41E-06
3	2	5	1.02E-06
3	3	0	2.45E-06
3	3	1	2.30E-06
3	3	2	1.95E-06
3	3	3	1.53E-06
3	3	4	1.17E-06
3	3	5	8.79E-07
3	4	0	1.68E-06
3	4	1	1.61E-06
3	4	2	1.41E-06
3	4	3	1.17E-06
3	4	4	9.29E-07
3	4	5	7.24E-07
3	5	0	1.17E-06
3	5	1	1.13E-06
3	5	2	1.02E-06
3	5	3	8.79E-07
3	5	4	7.24E-07
3	5	5	5.86E-07
4	0	0	2.78E-06
4	0	1	2.60E-06
4	0	2	2.17E-06
4	0	3	1.68E-06
4	0	4	1.26E-06
4	0	5	9.33E-07
4	1	0	2.60E-06
4	1	1	2.44E-06
4	1	2	2.05E-06
4	1	3	1.61E-06
4	1	4	1.21E-06
4	1	5	9.03E-07
4	2	0	2.17E-06
4	2	1	2.05E-06
4	2	2	1.76E-06
4	2	3	1.41E-06
4	2	4	1.09E-06
4	2	5	8.29E-07
4	3	0	1.68E-06
4	3	1	1.61E-06
4	3	2	1.41E-06
4	3	3	1.17E-06
4	3	4	9.29E-07
4	3	5	7.24E-07
4	4	0	1.26E-06
4	4	1	1.21E-06
4	4	2	1.09E-06
4	4	3	9.29E-07
4	4	4	7.60E-07
4	4	5	6.11E-07
4	5	0	9.33E-07
4	5	1	9.03E-07
4	5	2	8.29E-07
4	5	3	7.24E-07
4	5	4	6.11E-07
4	5	5	5.04E-07
5	0	0	1.68E-06
5	0	1	1.61E-06
5	0	2	1.42E-06
5	0	3	1.17E-06
5	0	4	9.33E-07
5	0	5	7.26E-07
5	1	0	1.61E-06
5	1	1	1.54E-06
5	1	2	1.36E-06
5	1	3	1.13E-06
5	1	4	9.03E-07
5	1	5	7.06E-07
5	2	0	1.42E-06
5	2	1	1.36E-06
5	2	2	1.21E-06
5	2	3	1.02E-06
5	2	4	8.29E-07
5	2	5	6.60E-07
5	3	0	1.17E-06
5	3	1	1.13E-06
5	3	2	1.02E-06
5	3	3	8.79E-07
5	3	4	7.24E-07
5	3	5	5.86E-07
5	4	0	9.33E-07
5	4	1	9.03E-07
5	4	2	8.29E-07
5	4	3	7.24E-07
5	4	4	6.11E-07
5	4	5	5.04E-07
5	5	0	7.26E-07
5	5	1	7.06E-07
5	5	2	6.60E-07
5	5	3	5.86E-07
5	5	4	5.04E-07
5	5	5	4.24E-07
