Re186 - 9.28mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
2	5	2	3.98E-07
2	5	3	3.26E-07
2	5	4	2.55E-07
2	5	5	1.94E-07
3	0	0	2.02E-06
3	0	1	1.79E-06
3	0	2	1.32E-06
3	0	3	8.83E-07
3	0	4	5.79E-07
3	0	5	3.83E-07
3	1	0	1.79E-06
3	1	1	1.60E-06
3	1	2	1.20E-06
3	1	3	8.26E-07
3	1	4	5.51E-07
3	1	5	3.66E-07
3	2	0	1.32E-06
3	2	1	1.20E-06
3	2	2	9.50E-07
3	2	3	6.85E-07
3	2	4	4.75E-07
3	2	5	3.26E-07
3	3	0	8.83E-07
3	3	1	8.26E-07
3	3	2	6.85E-07
3	3	3	5.23E-07
3	3	4	3.83E-07
3	3	5	2.73E-07
3	4	0	5.79E-07
3	4	1	5.51E-07
3	4	2	4.75E-07
3	4	3	3.83E-07
3	4	4	2.93E-07
3	4	5	2.18E-07
3	5	0	3.83E-07
3	5	1	3.66E-07
3	5	2	3.26E-07
3	5	3	2.73E-07
3	5	4	2.18E-07
3	5	5	1.69E-07
4	0	0	1.02E-06
4	0	1	9.50E-07
4	0	2	7.73E-07
4	0	3	5.79E-07
4	0	4	4.15E-07
4	0	5	2.93E-07
4	1	0	9.50E-07
4	1	1	8.84E-07
4	1	2	7.28E-07
4	1	3	5.51E-07
4	1	4	3.98E-07
4	1	5	2.83E-07
4	2	0	7.73E-07
4	2	1	7.28E-07
4	2	2	6.10E-07
4	2	3	4.75E-07
4	2	4	3.53E-07
4	2	5	2.55E-07
4	3	0	5.79E-07
4	3	1	5.51E-07
4	3	2	4.75E-07
4	3	3	3.83E-07
4	3	4	2.93E-07
4	3	5	2.18E-07
4	4	0	4.15E-07
4	4	1	3.98E-07
4	4	2	3.53E-07
4	4	3	2.93E-07
4	4	4	2.32E-07
4	4	5	1.79E-07
4	5	0	2.93E-07
4	5	1	2.83E-07
4	5	2	2.55E-07
4	5	3	2.18E-07
4	5	4	1.79E-07
4	5	5	1.42E-07
5	0	0	5.80E-07
5	0	1	5.50E-07
5	0	2	4.76E-07
5	0	3	3.83E-07
5	0	4	2.93E-07
5	0	5	2.19E-07
5	1	0	5.50E-07
5	1	1	5.23E-07
5	1	2	4.54E-07
5	1	3	3.66E-07
5	1	4	2.83E-07
5	1	5	2.12E-07
5	2	0	4.76E-07
5	2	1	4.54E-07
5	2	2	3.98E-07
5	2	3	3.26E-07
5	2	4	2.55E-07
5	2	5	1.94E-07
5	3	0	3.83E-07
5	3	1	3.66E-07
5	3	2	3.26E-07
5	3	3	2.73E-07
5	3	4	2.18E-07
5	3	5	1.69E-07
5	4	0	2.93E-07
5	4	1	2.83E-07
5	4	2	2.55E-07
5	4	3	2.18E-07
5	4	4	1.79E-07
5	4	5	1.42E-07
5	5	0	2.19E-07
5	5	1	2.12E-07
5	5	2	1.94E-07
5	5	3	1.69E-07
5	5	4	1.42E-07
5	5	5	1.16E-07
