Lu177 - 6.8mm - Bone compact			
i	j	k	S [mGy/(MBqús)]
2	1	0	9.25E-06
2	1	1	7.70E-06
2	1	2	5.09E-06
2	1	3	3.22E-06
2	1	4	2.10E-06
2	1	5	1.42E-06
2	2	0	5.73E-06
2	2	1	5.09E-06
2	2	2	3.78E-06
2	2	3	2.62E-06
2	2	4	1.81E-06
2	2	5	1.28E-06
2	3	0	3.48E-06
2	3	1	3.22E-06
2	3	2	2.62E-06
2	3	3	1.99E-06
2	3	4	1.47E-06
2	3	5	1.09E-06
2	4	0	2.21E-06
2	4	1	2.10E-06
2	4	2	1.81E-06
2	4	3	1.47E-06
2	4	4	1.16E-06
2	4	5	8.95E-07
2	5	0	1.47E-06
2	5	1	1.42E-06
2	5	2	1.28E-06
2	5	3	1.09E-06
2	5	4	8.95E-07
2	5	5	7.22E-07
3	0	0	5.08E-06
3	0	1	4.56E-06
3	0	2	3.48E-06
3	0	3	2.47E-06
3	0	4	1.73E-06
3	0	5	1.23E-06
3	1	0	4.56E-06
3	1	1	4.13E-06
3	1	2	3.22E-06
3	1	3	2.33E-06
3	1	4	1.66E-06
3	1	5	1.19E-06
3	2	0	3.48E-06
3	2	1	3.22E-06
3	2	2	2.62E-06
3	2	3	1.99E-06
3	2	4	1.47E-06
3	2	5	1.09E-06
3	3	0	2.47E-06
3	3	1	2.33E-06
3	3	2	1.99E-06
3	3	3	1.60E-06
3	3	4	1.23E-06
3	3	5	9.43E-07
3	4	0	1.73E-06
3	4	1	1.66E-06
3	4	2	1.47E-06
3	4	3	1.23E-06
3	4	4	9.97E-07
3	4	5	7.92E-07
3	5	0	1.23E-06
3	5	1	1.19E-06
3	5	2	1.09E-06
3	5	3	9.43E-07
3	5	4	7.92E-07
3	5	5	6.49E-07
4	0	0	2.79E-06
4	0	1	2.62E-06
4	0	2	2.21E-06
4	0	3	1.73E-06
4	0	4	1.32E-06
4	0	5	9.97E-07
4	1	0	2.62E-06
4	1	1	2.47E-06
4	1	2	2.10E-06
4	1	3	1.66E-06
4	1	4	1.28E-06
4	1	5	9.70E-07
4	2	0	2.21E-06
4	2	1	2.10E-06
4	2	2	1.81E-06
4	2	3	1.47E-06
4	2	4	1.16E-06
4	2	5	8.95E-07
4	3	0	1.73E-06
4	3	1	1.66E-06
4	3	2	1.47E-06
4	3	3	1.23E-06
4	3	4	9.97E-07
4	3	5	7.92E-07
4	4	0	1.32E-06
4	4	1	1.28E-06
4	4	2	1.16E-06
4	4	3	9.97E-07
4	4	4	8.31E-07
4	4	5	6.75E-07
4	5	0	9.97E-07
4	5	1	9.70E-07
4	5	2	8.95E-07
4	5	3	7.92E-07
4	5	4	6.75E-07
4	5	5	5.65E-07
5	0	0	1.74E-06
5	0	1	1.66E-06
5	0	2	1.47E-06
5	0	3	1.23E-06
5	0	4	9.97E-07
5	0	5	7.87E-07
5	1	0	1.66E-06
5	1	1	1.60E-06
5	1	2	1.42E-06
5	1	3	1.19E-06
5	1	4	9.70E-07
5	1	5	7.74E-07
5	2	0	1.47E-06
5	2	1	1.42E-06
5	2	2	1.28E-06
5	2	3	1.09E-06
5	2	4	8.95E-07
5	2	5	7.22E-07
5	3	0	1.23E-06
5	3	1	1.19E-06
5	3	2	1.09E-06
5	3	3	9.43E-07
5	3	4	7.92E-07
5	3	5	6.49E-07
5	4	0	9.97E-07
5	4	1	9.70E-07
5	4	2	8.95E-07
5	4	3	7.92E-07
5	4	4	6.75E-07
5	4	5	5.65E-07
5	5	0	7.87E-07
5	5	1	7.74E-07
5	5	2	7.22E-07
5	5	3	6.49E-07
5	5	4	5.65E-07
5	5	5	4.81E-07
